Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion
Food and Drink,"Granola Chocolate Vanilla 400g - Granola Cokelat dan Vanilla",Jakarta Timur,69900,5,3919,1363,1,"kecewa",Negative,Sadness
Food and Drink,"Sambal Bu Rudy Surabaya - BAWANG",Jakarta Barat,30000,4.9,14400,2476,1,"sambal nya asem chat penjual gak respon kecewa",Negative,Sadness
Food and Drink,"Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs",Kota Palembang,30000,4.8,7451,1365,1,"rasanya gak enak kuah nya masa kentel di bnyakin air malah asrep gak karuan pokok nya pretttt",Negative,Anger
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,1,"COKLATNYA LEMBEK, BENYEK !!",Negative,Anger
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,1,"Beli cashew dikirim Almond ,, beli 2 dikirim cm 1 ,, gak berkah dagangan mu ..",Negative,Anger
Food and Drink,"Keripik tempe 200 gram",Jakarta Timur,17500,4.9,16600,2502,1,"hancurrrr. agak keras dan rasanya sudah lama",Negative,Anger
Food and Drink,"Keripik tempe 200 gram",Jakarta Timur,17500,4.9,16600,2502,1,"keripik tempe hancur n agak bau tengik, ga kemakan",Negative,Anger
Food and Drink,"Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g",Kota Bekasi,26000,4.9,24900,3426,1,"MANA BARANGNYA??!SY ORDER 3 MACAM N BAYAR 76RB, KOK YG DTG CUMA 1 PAKET PROMO HARGA 15RB AZA?! JUALAN SAMBIL NIPU YAH?! PDHL KALIAN OFFICIAL STORE LOH!! TOPED GIMANA NIH PERTANGGUNGJAWABANNYA?! KAPOK SY KALO GINI CARANYA!! BALIKIN UANG SY 60RB!!",Negative,Anger
Food and Drink,"DIMSUM SEHAT DAN HALAL",Jakarta Selatan,179999,4.9,9479,2761,2,"Pelayanan yg sangat buruk. Saya pesan dengan menggunakan grab instan jam 10 pagi, baru di antar sekitar jam 1/2 5 sore. Beberapa kali chat, lama sekali respons nya. Sangat tdk profesional melayani konsumen",Negative,Anger
Food and Drink,"Artisan Bagel 4pcs - Mix of 4",Jakarta Barat,41000,4.8,2520,1134,1,"Roti keras gak enak",Negative,Anger
Food and Drink,"Rendang Padang Level 3 - Daging Sapi (250gr)",Kota Tangerang Selatan,100000,4.9,1293,473,1,"keras nya bukan main kayk batu",Negative,Anger
Food and Drink,"Kripik Usus Ayam 1kg Super",Kota Surabaya,55000,4.9,7284,3838,1,"keripik ususnya rada bau bangkai, rasa asin banget. Saya 100% me review karena saya memang kecewa atas kualitas kripik usus yang bau menyengat. Harusnya anda menjadikannya bahan introspeksi bukannya malah menuduh saya kompetitor anda. Toko macem apa ini!!",Negative,Anger
Food and Drink,"Kripik Usus Ayam 1kg Super",Kota Surabaya,55000,4.9,7284,3838,1,"Rasanya gak spt biasanya. Pembelian yg ke 3 ini ASIN KEBANGETAN !!! Udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!",Negative,Anger
Food and Drink,"Artisan Bagel 4pcs - Mix of 4",Jakarta Barat,41000,4.8,2520,1134,1,"rasanya, Hambaaarrrrrrr",Negative,Anger
Food and Drink,"FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight",Kab. Tangerang,19999,5,35200,5096,1,"WOOY INI GIMANA KIRIM CUMA 1, SAYA PESAN 5 LOH,,, COBA CEK DONG YG DIPESAN",Negative,Anger
Food and Drink,"Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag",Jakarta Selatan,59200,5,1053,440,1,"mau cancel ganti tgl pengiriman aja byk cincong",Negative,Anger
Food and Drink,"SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI",Jakarta Barat,45000,4.8,9707,2662,1,"beli 2 ga ada yg enak, jauh banget sama kota hoedjan",Negative,Anger
Food and Drink,"SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI",Jakarta Barat,45000,4.8,9707,2662,1,"Pelayanan ga bgt deh. Saya pakai ekspedisi gojek INSTAN dari jam 9 pagi ternyata baru di proses pihak toko jam 3 sore.",Negative,Anger
Food and Drink,"Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus",Jakarta Selatan,110000,4.9,8047,4145,1,"ini kok belum di ulas sih kan saya mintanya tumbuk halus bener2 parah...... !!",Negative,Anger
Food and Drink,"Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus",Jakarta Selatan,110000,4.9,8047,4145,1,"Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.",Negative,Anger
Food and Drink,"Abon sapi MESRAN manis 250gr Oleh tradisional khas SOLO enak gurih - manis",Kota Surakarta,79499,5,6258,2026,1,"Beli abon 2 srundeng 2 tapi salah dikasih srundeng semua 4 jd ga jadi dpt abon krn klo retur hrs ngirim brg yg salah, ribet..",Negative,Anger
Food and Drink,"Artisan Bagel 4pcs - Mix of 4",Jakarta Barat,41000,4.8,2523,1134,1,"keras gak ada rasa",Negative,Anger
Food and Drink,"Artisan Bagel 4pcs - Mix of 4",Jakarta Barat,41000,4.8,2523,1134,1,"Roti keras gak enak",Negative,Anger
Food and Drink,"Keripik Pisang Coklat Aneka Yen-Yen Lampung Kemasan 225g - Coklat",Kota Bandar Lampung,18000,4.9,33200,3233,1,"hancur patah patah semua",Negative,Anger
Food and Drink,"ARUTALA Kopi Vietnam Central Highland Robusta 250 gram - Giling Halus",Kota Tangerang,40000,4.9,4460,1994,1,"busyeettt..lamaaa amit nyampe brgnya.pdhl udh 2x order.",Negative,Anger
Food and Drink,"Kopi Arabika GAYO WINE | biji Kopi Aceh single origin arabica SPECIAL - Satuan, Biji Sangrai",Jakarta Utara,109000,4.9,9056,3683,1,"Minta halus dikirim kasar....laen ngopi duli biar melek admin yg ngurusin orderan",Negative,Anger
Food and Drink,"Granola Chocolate Vanilla 400g - Granola Cokelat dan Vanilla",Jakarta Timur,69900,5,3919,1363,1,"Parah respon nya Butuh 4 hr sejak order baru dikirim Granola nya jg ancur semua",Negative,Anger
Food and Drink,"Roasted Bean Premium Arabica Washed Tuang Coffee 250gr - Biji Kopi",Jakarta Selatan,95000,4.9,3596,2130,1,"ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah",Negative,Anger
Food and Drink,"Basreng Hah pedas daun jeruk 1kg - Original Asin",Kab.�Bekasi,50000,5,18300,7475,1,"Rasa tidak sesuai, gk ada kerasa daun jeruknya.BAD TASTE",Negative,Anger
Food and Drink,"Korean Sweet Potato Bread - Classic Cheese Roti Ubi Carlino Bakes",Jakarta Pusat,90000,4.8,7151,2412,1,"Pesan kurir instan, posisi rumah saya di bintaro jaksel, kurirnya malah kearah bekasi. Penjual bilang tukang gojeknya ambil jalan alternatif...??? Helllooowwww???!!! Begitu kurirnya (ojek online) sampe rumah katanya nganterin orang tuanya ke tukang urut! tolong lah lain kali penjual pastikan kalo barang langsung diantar oleh kurir yg ambil! apalagj kurir instan!!!! jangan lepas tangan! saya pesan kurir instan untuk menjaga kualitas makanan terjaga!!! ini barang sampai rumah seal sudah tidak rapat!!!",Negative,Anger
Food and Drink,"Mujigae Topokki 170gr / Tteokbokki Instan / Tokpoki / Topoki",Jakarta Timur,22000,4.8,7842,1456,1,"lama banget sampenya..pas nyampe jamuran gini..haduuh..parah deh",Negative,Anger
Food and Drink,"Mujigae Topokki 170gr / Tteokbokki Instan / Tokpoki / Topoki",Jakarta Timur,22000,4.8,7842,1456,1,"Dapet yang berjamur gini padaha expnya masih lama, TOLONG DONG DI PERHATIIN PRODUKNYA!",Negative,Anger
Food and Drink,"Korean Kimchi SAMWON",Jakarta Barat,50000,4.8,10300,3840,1,"Bau bgt kayak bau sampah",Negative,Anger
Food and Drink,"Korean Kimchi SAMWON",Jakarta Barat,50000,4.8,10300,3840,1,"emang rasanya kaya basi apa gimana ?? kok gini amat kaya bau tong sampah",Negative,Anger
Food and Drink,"Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun",Jakarta Timur,28000,4.8,8472,2334,1,"Bau makanan tidak nyaman, dan rasa tidak enak.",Negative,Anger
Food and Drink,"Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun",Jakarta Timur,28000,4.8,8472,2334,1,"amit� rasanya ????",Negative,Anger
Food and Drink,"Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun",Jakarta Timur,28000,4.8,8472,2334,1,"Rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. Yang biasa makan kimchi asli korea pasti gaakan suka. Pengiriman super lelet pesen hr rabu br dtg hari minggu gils.",Negative,Anger
Food and Drink,"Pisang Bollen - Keju Special - REGULAR",Kota Bandung,55000,4.9,4831,2036,1,"KURANG MELAYANI",Negative,Anger
Food and Drink,"bakso aci/boci/boci sakura/boci dower",Kota Bandung,5400,4.7,56300,4072,1,"GAENAK BASI IUHHHH PLIS JANGAN BELI DISINI,AKU GAMAU MOTONG REZEKI MU TAPI INI SRIUSAN BASI BAU APEK CUANKINYA MLEMPEM BOCINYAA BAU,BUMBUNYA KAYA DAH GA SEGER,TERUS KEMASANNYA KAYA DAH BERDEBUGITUU AHHHHH NYESELL KALAU MAU JUALAN YANG NIAT BUKAN CARI UANGNYA AJA TAPI CARI RASAAAA KUALITAS",Negative,Anger
Food and Drink,"bakso aci/boci/boci sakura/boci dower",Kota Bandung,5400,4.7,56300,4072,1,"BASO NYA ASEMMM. BASI..... RASA NGGA ENAK BANGET DEH.MUNGKIN ORANG BEDA BEDA YAH SOAL RASA.. UNTUK LUAR PULAU PIKIR2 DEH KLAU MAU BELI... DI JAMIN BASIII...",Negative,Anger
Food and Drink,"bakso aci/boci/boci sakura/boci dower",Kota Bandung,5400,4.7,56300,4072,1,"sudah ga layak kenapa ga dibuang aja!!!",Negative,Anger
Food and Drink,"bakso aci/boci/boci sakura/boci dower",Kota Bandung,5400,4.7,56300,4072,1,"Jeruknya udh busuk dikirim Yg gk busuk, gk ada lagi airnya Pilus keras",Negative,Anger
Food and Drink,"FUKUMI BERAS PORANG BOX SACHET",Kota Surabaya,63000,5,4459,1006,5,"Baru kali ini masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. MANTAABBB",Positive,Love
Food and Drink,"FUKUMI BERAS PORANG BOX SACHET",Kota Surabaya,63000,5,4459,1006,5,"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",Positive,Love
Food and Drink,"FUKUMI BERAS PORANG BOX SACHET",Kota Surabaya,63000,5,4459,1006,5,"Enak banget, pulen bener2 teksturnya seperti nasi, gampang juga buatnya.",Positive,Love
Food and Drink,"Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand",Jakarta Selatan,70000,5,1357,374,5,"Sesuai,proses n pengiriman cepat,responsif,recommended,barokah,terima kasih",Positive,Love
Food and Drink,"Dendeng Sapi l Dendeng Sapi Manis 200 gram",Kota Bandung,20000,4.8,4578,1003,5,"Mantaap...rekomendasi banget murah bukan murahan dan enak rasanya",Positive,Love
Food and Drink,"Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs",Kota Palembang,30000,4.8,7451,1365,5,"LENGKAP BAGUS PENGIRIMAN CEPAT DAN TEPAT TERPERCAYAA NOMOR 1 SEINDONESIA",Positive,Love
Food and Drink,"Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand",Jakarta Selatan,70000,5,1357,374,5,"Respon dan pengiriman cepat. Packing rapi, recommended seller...",Positive,Love
Food and Drink,"KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm",Kota Palembang,8500,4.9,12400,2635,5,"alhamdulillah seperti biasa repeat order di sini free ongkir rasa enak harga murah dan pastinya gurih mantap krupuknya",Positive,Love
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,5,"respon penjual nyaa baik.. dapet harga muraaaaaah, packingnya rapiiiii dan pengirimannya lumayan cepat lahh.. coklatnya enakkkkkk",Positive,Love
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,5,"mantep bangettt coklatnya. beli lagi promo terus masih ditambahin voucher juga, jadi mumer pokok deh",Positive,Love
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,5,"alhmdllh pkt ny dah smpe..ank2 seneng bgt klu Makan sama sarden ABC..makasi seller,Tokopedia.",Positive,Love
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,5,"Pengirimannya cepat...Amanah...???????",Positive,Love
Food and Drink,"Dendeng Sapi l Dendeng Sapi Manis 200 gram",Kota Bandung,20000,4.8,4578,1003,5,"Mantaab P00000L.... ?????????? udh langganan...keluarga sangat syukaaaa...trims ??",Positive,Love
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5,2402,850,5,"Kurma Medjol Palestine emang fave aku bgtt.. legit ga trllu manis, bijinya keciiil, dagingnya jumbo, cocok utk ibukku yg kebetulan diabetes.. tp baru pertama beli disini. Makasi ya Ka, pengiriman cpt 1hri aja.. makasi jg Tokped dah gratis ongkir, semoga Allah SWT memberkahi kalian",Positive,Love
Food and Drink,"Lumpia Basah Semarang *BESAR*",Jakarta Selatan,14000,4.9,47100,3109,5,"Enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak ?? Terimakasih, nanti mau beli lagi ??????????",Positive,Love
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"Luar biasa respon dan pengirimannya.. Siang pesan, malam tiba.. Luar biasa.. ??????",Positive,Love
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"uenak bangetzzz??udah berulamg kali order",Positive,Love
Food and Drink,"KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm",Kota Palembang,8500,4.9,12400,2635,5,"repeat order ke 4",Positive,Love
Food and Drink,"KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm",Kota Palembang,8500,4.9,12400,2635,5,"sdh sering repeat order...mantap",Positive,Love
Food and Drink,"KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm",Kota Palembang,8500,4.9,12400,2635,5,"Bakalan jd langganan .. harga terjangkau, pengiriman juga oke",Positive,Love
Food and Drink,"Pastel Wawa since 2006",Jakarta Utara,13500,5,128600,4790,5,"sudah beberapa kali beli pastel ini,ga pernah ngecewain,rasanya mantappp,seller nya juga ramah banget..????",Positive,Love
Food and Drink,"Pastel Wawa since 2006",Jakarta Utara,13500,5,128600,4790,5,"Enak enak enak enak sekali! Uda order a aja kali disini! Dan pasti akan reorder terus! Thank u! Sukses selalu!",Positive,Love
Food and Drink,"Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster",Jakarta Barat,1500000,5,3739,1662,5,"ini enak bangett, packingnya juga bagus bangett.. terima kasihh.. recommended bangett dehh ????",Positive,Love
Food and Drink,"KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm",Kota Palembang,8500,4.9,12400,2635,5,"Ini pembelian ke 5 krupuknya mantap, pengirimannya cepat dan tidak ada yang rusak. Terima kasih kepada penjual dan kurir sicepat",Positive,Love
Food and Drink,"KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm",Kota Palembang,8500,4.9,12400,2635,5,"penjual responsive. barang sampai dengan selamat. sudah berkali2 order disini untuk saya bawa ke turki ka. terimakasih ya ka",Positive,Love
Food and Drink,"Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi",Jakarta Selatan,110000,4.9,8041,4138,5,"Sekian kalinya beli di tuang coffee...terbaaiikk",Positive,Love
Food and Drink,"DIMSUM SEHAT DAN HALAL",Jakarta Selatan,179999,4.9,9479,2761,5,"Dimsum mantaap�.Selalu setia menemani dengan kehangatan di saat Musim hujan�.Setiap gigitannya Mak nyoos�Uenaaak Tenan�.Tks",Positive,Love
Food and Drink,"DIMSUM SEHAT DAN HALAL",Jakarta Selatan,179999,4.9,9479,2761,5,"Bagus bagus.....dimsumnyamasih kedaan bgus ga penyok... dalem ya juga seger produknya rekomen bgt klo belanja disini???????????? enak ga cape jadi makin sering masak biar hemat dan sehat dirumahmakasi yaa udh mempermudah masak ??????????????????????",Positive,Love
Food and Drink,"DIMSUM SEHAT DAN HALAL",Jakarta Selatan,179999,4.9,9479,2761,5,"enak banget. bikin ketagihan",Positive,Love
Food and Drink,"Rendang Padang Level 3 - Daging Sapi (250gr)",Kota Tangerang Selatan,100000,4.9,1293,473,5,"rendangnya enakkk, dagingnya empukkk. Paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran. Tadinya udah agak was2 kl ngirimnya ketunda sehari aja udah ga bakal pas momennya. Ternyata sellernya gerceppp. Thanksss.",Positive,Love
Food and Drink,"Rendang Padang Level 3 - Daging Sapi (250gr)",Kota Tangerang Selatan,100000,4.9,1293,473,5,"enaaaak.. bakal order lagi ??????",Positive,Love
Food and Drink,"Rendang Padang Level 3 - Daging Sapi (250gr)",Kota Tangerang Selatan,100000,4.9,1293,473,5,"Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??",Positive,Love
Food and Drink,"Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr",Jakarta Timur,17500,5,1367,280,5,"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",Positive,Love
Food and Drink,"Kripik Usus Ayam 1kg Super",Kota Surabaya,55000,4.9,7284,3838,5,"mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??",Positive,Love
Food and Drink,"Kripik Usus Ayam 1kg Super",Kota Surabaya,55000,4.9,7284,3838,5,"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop",Positive,Love
Food and Drink,"Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag",Jakarta Selatan,59200,5,1053,440,5,"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",Positive,Love
Food and Drink,"Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr",Jakarta Timur,17500,5,1367,280,5,"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended",Positive,Love
Food and Drink,"Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr",Jakarta Timur,17500,5,1367,280,5,"Terima Kasih Banyak Telah Melayani dengan Baik. Semua Products Bagus & Packaging nya aman. Products Sesuai foto, Harga bersaing dengan bagus. Pengiriman Cepat &Tepat. Very Recommended Shop &Seller. Next pasti akan sering blanja Lagi di sini deh. Semoga semakin maju & sukses ya.",Positive,Love
Food and Drink,"Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag",Jakarta Selatan,59200,5,1053,440,5,"udah yang kedua kali beli disini, ngga nyesel banget, kualitas udah pasti oke, pengirimannya juga bagus dan cepat, packagingnya juga rapi dan aman",Positive,Love
Food and Drink,"Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag",Jakarta Selatan,59200,5,1053,440,5,"Alhamdulillah ?? barang diterima dengan sangat baik ?? packing aman ?? semua sesuai pesanan ?? suka banget sama mie sedap ?? apalagi ada varian laksa Singapura ??",Positive,Love
Food and Drink,"Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs",Kota Palembang,30000,4.8,7451,1365,1,"jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.",Negative,Fear
Food and Drink,"Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs",Kota Palembang,30000,4.8,7451,1365,1,"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",Negative,Fear
Food and Drink,"Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs",Kota Palembang,30000,4.8,7451,1365,1,"yang dateng sangat-sangat beda dengan yang di foto",Negative,Fear
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,1,"bad service pengiriman same day (gosend) melewati batas estimasi, jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir",Negative,Fear
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,1,"baru dibuka tapi bentulnya aneh. kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman",Negative,Fear
Food and Drink,"Dendeng Sapi l Dendeng Sapi Manis 200 gram",Kota Bandung,20000,4.8,4578,1003,1,"Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.",Negative,Fear
Food and Drink,"Dendeng Sapi l Dendeng Sapi Manis 200 gram",Kota Bandung,20000,4.8,4578,1003,1,"bukan dendeng daging sapi asli, semacam campuran",Negative,Fear
Food and Drink,"Pisang Cavendish Finger 1 kg",Kota Tangerang Selatan,11000,5,3413,1021,1,"Pisang kecil isinya sedikit nyeesel",Negative,Fear
