Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,review_jawa_ngoko
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,"maaf sya kasih bintang 1.. di keterangan udh jelas pilihan warna KUNING RUSA, pilihan warna lain jika tidak ada warna kuning warna HIJAU atau BIRU,, tapi yg dteng malah warna PINK, kalau stok warna yg saya ingin tidak ada harus.a konfirmasi terlebih dahulu. tapi ini tidak. kecewa si.. karna anak saya cowo bukan cewek malah di kasih warna pink. lain kali sblum di kirim coba di cek lagi.. ????",Negative,Fear,"Nyuwun pangapunten, aku menehi siji lintang. Katerangané cetha nyebutaké pilihan werna iku YELLOW DEER. Yen kuning ora ana, werna alternatifé ijo utawa biru. Nanging sing teka malah jambon. Yen werna sing tak karepaké ora ana stok, kuduné padha konfirmasi dhisik. Nanging ora. Aku kuciwa amarga anakku lanang, dudu wadon, nanging malah diwènèhi werna jambon. Wektu sabanjure, mangga priksa maneh sadurunge dikirim. ????"
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,"Tolong di cek lagi untuk baterainya gan, Baterai bekas dikasih pantes gak mau hidup suaranya",Negative,Fear,"Monggo priksa maneh batere, Pak. Batere sing diwenehake kayane ora bisa digunakake kanthi bener."
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,Kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti ????????????????????,Negative,Fear,"Kayane kabeh barang rusak. Apa kudu ditulis yen rusak, ora bisa diganti? ????????????????????"
Toys and Hobbies,rak hotwheels isi 20 akrilik/acrylic - Hitam,Jakarta Barat,125000,4.9,689,419,3,Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.,Negative,Fear,Ujungé bisa uga penyok nalika dikirim. Saran: bungkusané kudu luwih aman kanggo barang sing rapuh.
Toys and Hobbies,rak hotwheels isi 20 akrilik/acrylic - Hitam,Jakarta Barat,125000,4.9,689,419,3,Proses cepat produk bagus finising mulus.. Cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya. Sama lobang buat gantungan nya agak d besarkan om. Terima kasih,Negative,Fear,"Proses cepet, produk apik, rampung kanthi lancar. Mung saran, Pak, lapisané bisa ditambah apik amarga sawetara sisih ora nempel kabeh. Uga, bolongan kanggo gantungan bisa digawe rada luwih gedhe, Pak. Matur nuwun."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1974,341,1,ternyata barangnya kw kirain beneran promo,Negative,Fear,"Ternyata barang palsu, aku kira promosi asli."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1974,341,1,"Barang palsu, bukan Hot wheels original... Made in China bukan Made MALAYSIA spt diskripsi",Negative,Fear,"Barang palsu, dudu Hot Wheels asli... Digawe ing China, dudu Made in Malaysia kaya sing diterangake."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1974,341,1,"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",Negative,Fear,"Ternyata dudu Hot Wheels asli, digawe saka plastik. Mangga dicathet yèn barang iki dudu asli."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1974,341,2,"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",Negative,Fear,"Ternyata dudu asli. Regane cocog karo kualitas, mung 10.000 IDR kanggo bahan plastik. Kudu dicantumake ing katrangan."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1974,341,2,"mobil bukan asli hot wheels, sy kira aslinya",Negative,Fear,Mobilé dudu Hot Wheels asli; aku kira asli.
Toys and Hobbies,NEW! Mainan Motor Aki Anak PMB M588 NMAX - Abu-abu,Kab.�Bekasi,1000000,4.9,458,287,1,"lain kali sebelum kirim barang di cek dulu.. berfungsi atau tidak.. pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya.. lampu, musik, tombol, dan mesin ny gk nyala.. udh di ces berhari ttep ajh gk mau nyala..",Negative,Fear,"Sabanjure, mangga priksa barang sadurunge dikirim... apa bisa digunakake utawa ora... sepisanan, motoré ora ana, sanajan penjual wis ngirim motoré, nanging motoré isih ora bisa digunakake... lampu, musik, tombol, lan mesiné ora nyala... Aku wis nyoba ngecas pirang-pirang dina, nanging isih ora nyala..."
Toys and Hobbies,Pokeball,Jakarta Barat,39000,4.7,2057,312,1,barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,Negative,Fear,Kapan barangku bakal teka? Aku wis suwe ngenteni. Aku ora pengin tuku maneh.
Toys and Hobbies,Mainan Robot Avenger 2 Thor + IronMan + Hulk + Captain America KECIL,Jakarta Utara,64000,4.8,3708,1366,1,Kaki mainan robot hulk pecah/rusak. Mohon dicek sblm kirim brh,Negative,Fear,Sikil dolanan robot Hulk pecah/rusak. Mangga priksa dhisik sadurunge ngirim barang.
Toys and Hobbies,Avenger Iron Man Smart Dance Robot Super Hero No.LD155A,Jakarta Utara,49000,4.8,3197,804,1,mending ke toko lain..,Negative,Fear,Luwih becik menyang toko liyane.
Toys and Hobbies,Avenger Iron Man Smart Dance Robot Super Hero No.LD155A,Jakarta Utara,49000,4.8,3197,804,1,Kecewa robot nya lemot kyaxnya ini yg kw ny  ga lagi dah blanja disini,Negative,Fear,Kuciwa amarga roboté alon. Kayane iki produk palsu. Aku ora bakal blanja ing kéné manèh.
Toys and Hobbies,DART GAME BESAR Papan Dart Board Besar 17  004-3 1PC=1.2KG - 12 inch 004-1,Kota Surabaya,27000,4.8,2386,1333,1,"hati hati ada jebakan. be careful. judul dan deskripsi tertulis Dart Game Besar 17 isi paket : 1 buah papan Dart 17 INCH, kenyataannya, yg dikirim hanya ukuran 15 (15 INCH). be careful.",Negative,Fear,"Ati-ati, ana jebakan. Ati-ati. Judhul lan katrangané kandha ""Large Dart Game 17"". Isiné paket: 1 papan dart 17 inci. Nanging saktenané sing dikirim mung 15 inci (15 INCH). Ati-ati."
Toys and Hobbies,Magnetic Board Game 3 In 1 - Ludo-Halma- Ular Tangga- Mainan Edukatif,Jakarta Pusat,58900,4.9,1911,710,1,"barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg",Negative,Fear,"Barangé ora lengkap. Mengko, tulung priksa kanthi teliti sadurunge dikirim, aja mung dikirim sembarangan. Sampeyan adol, dadi mesthi ora pengin rugi, nanging sakjane sampeyan malah ndadekake pelanggan rugi... Aku nyuwun supaya dikirim barang sing kurang, nanging padha nolak... Ribet tenan! Kepiye bisa ana kepuasan lan kapercayan pelanggan?"
Toys and Hobbies,Magnetic Board Game 3 In 1 - Ludo-Halma- Ular Tangga- Mainan Edukatif,Jakarta Pusat,58900,4.9,1911,710,1,Barang diterima dengan kondisi pinggirannya patah...,Negative,Fear,Barangé ditampa kanthi pinggiré pecah...
Toys and Hobbies,RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI,Kab. Tangerang,13498,4.9,5087,1052,1,barang tidak terkirim ke pembeli dan minta di kirim ulang tetapi toko menolak.,Negative,Fear,"Barangé ora tekan panuku, lan panuku njaluk dikirim maneh, nanging toko nolak."
Toys and Hobbies,RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI,Kab. Tangerang,13498,4.9,5087,1052,1,"hati2 gaes, dikirim barang yg salah.",Negative,Fear,"Ati-ati, kanca-kanca, barang sing dikirim salah."
Toys and Hobbies,RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI,Kab. Tangerang,13498,4.9,5087,1052,1,"kiri pembelian ke 2 ( saya beli 150pcs). yg kanan pembelian pertama. warna dan kualitas berbeda. pembelin ke 2 bahan tipis, warna tidak secerah pembelian pertama",Negative,Fear,Kiri: tuku kapindho (aku tuku 150 potongan). Tengen: tuku kapisan. Werna lan kualitasé béda. Tuku kapindho nganggo bahan sing luwih tipis lan werna ora pati nyala dibandhingaké karo sing kapisan.
Toys and Hobbies,RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI,Kab. Tangerang,13498,4.9,5087,1052,1,Kurir sameday dikirim besoknya. pdhal ditanya bisa kirim hari ini pake sameday dia bilang bisa. Tokonya barang ga ready sih jd sistemnya ambil dulu dikumpulkan orderan baru dikirim jadi ya kaya begitu,Negative,Fear,"Kurir sing ngirim dina iki kuduné ngirim dina candhaké. Nalika ditakoni apa bisa ngirim dina iki nganggo layanan dina iki, padha mangsuli iya. Toko durung siyap barangé, mula sistemé nglumpukaké dhisik pesenan sadurungé dikirim, mulané telat."
Toys and Hobbies,Homade playdough mainan anak 50gr / play dough / playdoh / play doh - Hitam,Kota Tangerang Selatan,4500,4.8,8955,460,1,"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim..padahal byr full..ga ada cfm sama sekali..sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",Negative,Fear,"Mesen 3 Playdough, mung 1 sing teka. Mesen stempel nanging ora dikirim. Wis mbayar lunas. Ora ana konfirmasi babar pisan. Ora disaranake banget (nyuwun pangapunten amarga menehi 1 lintang, muga-muga sabanjure luwih bisa dipercaya nalika adol)."
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Kota Surabaya,63000,5.0,4459,1006,5,mantap. saya sudah beberapa kali order ulang,Positive,Happy,Apik. Aku wis pesen maneh kaping pirang-pirang.
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Kota Surabaya,63000,5.0,4459,1006,5,"Terimakasih,barang sdh diterima dan sudah dicoba rasanya enak.",Positive,Happy,"Matur nuwun, barang wis ditampa lan wis dicoba—rasane enak."
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Kota Surabaya,63000,5.0,4459,1006,5,Rasanya enak dan mengenyangkan Mirip bgt sama nasi putih biasa,Positive,Happy,"Rasane enak lan ngenyangake, meh padha karo sega putih biasa."
Food and Drink,Silverqueen Cashew 62g,Jakarta Timur,16000,4.9,2574,805,5,"Coklat nya sampai dgn selamat tdk leleh, packing aman, pengiriman cepat, harga murah. Thank you",Positive,Happy,"Coklat teka kanthi aman tanpa lumer, bungkusan aman, pangiriman cepet, rega terjangkau. Matur nuwun."
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Kab. Tangerang,31500,4.9,4318,1981,5,harga murah kualitas produk sangat baik,Positive,Happy,"Rega terjangkau, kualitas produk apik banget."
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Kab. Tangerang,31500,4.9,4318,1981,5,"respon penjual cepat, pengiriman cepat dankemasan rapih",Positive,Happy,"Penjual nanggapi kanthi cepet, pangiriman cepet, lan bungkusan rapi."
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Kab. Tangerang,31500,4.9,4318,1981,5,"mantap barang ori, packing oke, harga promo muraj, sering sering aja promo ya",Positive,Happy,"Produk apik, asli, kemasan apik, rega promosi sing terjangkau. Mangga asring ana promosi maneh."
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Kota Bandung,20000,4.8,4578,1003,5,"packing rapi n aman.. produk sesuai pesanan.. seller responsif.. utk rasa dendeng ny blm dicoba ya, mdh�an saja enak.. Thanks..",Positive,Happy,"Bungkusan rapi lan aman. Produk kaya sing dipesen. Penjual cepet nanggapi. Durung nyoba dendeng, muga-muga enak. Matur nuwun."
Food and Drink,Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand,Jakarta Selatan,70000,5.0,1357,374,5,puas mantap luar biasa cepat sampai rekomendasi belanja disini,Positive,Happy,"Sanget wareg, teka kanthi cepet banget. Rekomendasi banget kanggo belanja ing kene."
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Kota Bandung,20000,4.8,4578,1003,5,rasanya OK ??,Positive,Happy,Rasane lumayan??
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5.0,2402,850,5,"empuk manis gede dagingnya, kecil bijinya. respon seller cepat, gratis ongkirnya juga cepat sampai. mantap deh. pasti bakal beli lagi disini.",Positive,Happy,"Lembut, legi, lan dagingé gedhé, wiji cilik. Penjualé tanggap cepet, ongkos kirim gratis, lan teka cepet. Apik tenan. Mesthi bakal tuku manèh ing kéné."
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5.0,2402,850,5,"Kurmanya bagus, dagingnya empuk dan tebal. Mau coba pake buat bikin kue. Bakal langganan nih, semoga kualitas kurmanya bagus terus ya. Terima kasih seller!",Positive,Happy,"Kurma iki apik, dagingé alus lan kandel. Aku kepengin nyoba nggunakake kanggo nggawe kue. Aku bakal dadi pelanggan langganan, muga-muga kualitas kurma tetep apik. Matur nuwun, penjual!"
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5.0,2402,850,5,"kurma matang sempurna,mantap pokoknya. pas buat anak kecil atau pun orang tua sukses dan smoga berkah gan aamiinn",Positive,Happy,"Kurma mateng pas, pancen apik tenan. Cocog kanggo bocah utawa wong tuwa. Mugi maringi berkah, amin."
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5.0,2402,850,5,Barang bagus. Response cepat. Proses dan pengiriman cepa. Packing baik. Recommended seller.,Positive,Happy,Produk apik tenan. Wangsulan cepet. Pangolahan lan pangiriman cepet. Bungkusan apik. Penjual sing direkomendasi.
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5.0,2402,850,5,"Kualitas kurmanya top. Dagingnya tebal dan lembut. Packing bagus, setelah tutup box dibuka kurma masih dibungkus plastik. Mau order lagi",Positive,Happy,"Kualitas kurma paling apik. Isiné kandel lan alus. Bungkusané apik; sawisé mbukak kothak, kurma isih dibungkus plastik. Aku bakal pesen maneh."
Food and Drink,Lumpia Basah Semarang *BESAR*,Jakarta Selatan,14000,4.9,47100,3109,5,"sdh pembelian berulang2, lumpianya enak, packingnya bgs, penjual responsif dan pengiriman cpt.",Positive,Happy,"Tuku bola-bali. Dumpling-e enak, bungkusané apik, penjualé tanggap, lan pangirimané cepet."
Food and Drink,Lumpia Basah Semarang *BESAR*,Jakarta Selatan,14000,4.9,47100,3109,5,"produk selalu fresh dan lezat, packing rapih, pengiriman cepat, dan pelayanan toko sangat ramah ?? sukses terus ya. ??",Positive,Happy,"Produk-produk tansah seger lan enak, bungkusan rapi, pangiriman cepet, lan layanan toko ramah banget. Ayo terusake gaweyan apik iki!"
Food and Drink,Lumpia Basah Semarang *BESAR*,Jakarta Selatan,14000,4.9,47100,3109,5,"enak, isiannya banyak, sausnya mantap",Positive,Happy,"Enak, porsi akèh, lan saosé fantastis."
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"Pembelian kedua. Seller, seperti biasa, responsif. Pengemasan barang sangat baik, dengan bubble wrap dan menggunakan kotak lagi. Kualitas kimchi segar dan enak. Overall, good job!",Positive,Happy,"Panuku kaping pindho. Penjual, kaya biasane, cepet nanggapi. Bungkusane apik banget, nganggo bubble wrap lan kothak tambahan. Kimchine seger lan enak. Sakabehe, apik tenan!"
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"kimchi my love, paling enak beli di kimchi id ini, the best pokoknya",Positive,Happy,"Kimchi, tresnaku—panggonan paling apik tuku kene ing Kimchi ID. Sing paling apik, titik."
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,rasa mantap dan dibiarka diluar 1 hari pas asemnya,Positive,Happy,"Rasané enak, lan dibiarkan sedina supaya tekan kecut sing pas."
Food and Drink,Pisang Cavendish Finger 1 kg,Kota Tangerang Selatan,11000,5.0,3413,1021,5,"respon cepat, barang aman, buahnya segar dan bagus, pengiriman cepat",Positive,Happy,"Wangsulan cepet, pangiriman aman, woh seger lan kualitas apik, pangiriman cepet"
Food and Drink,Pisang Cavendish Finger 1 kg,Kota Tangerang Selatan,11000,5.0,3413,1021,5,buahnya bagus... kurirnya ok sellernya juga ok,Positive,Happy,"Wohé apik... kuriré ora apa-apa, penjualé uga ora apa-apa."
Food and Drink,Pisang Cavendish Finger 1 kg,Kota Tangerang Selatan,11000,5.0,3413,1021,5,produk ok sesuai gambar,Positive,Happy,"Produk apik, kaya sing katon ing gambar."
Food and Drink,10 Pcs Pisang Goreng Madu Bu Nanik (RESMI),Jakarta Barat,70000,4.9,23700,10100,5,Enak bgt & cepet sampe,Positive,Happy,Enak lan teka kanthi cepet.
Food and Drink,10 Pcs Pisang Goreng Madu Bu Nanik (RESMI),Jakarta Barat,70000,4.9,23700,10100,5,"Respon seller ok banget, pisangnyaaa enakkk manis nagih",Positive,Happy,"Wangsulan penjual apik banget, pisangé enak, legi, lan nggawe ketagihan"
Food and Drink,10 Pcs Pisang Goreng Madu Bu Nanik (RESMI),Jakarta Barat,70000,4.9,23700,10100,5,"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",Positive,Happy,"Produk apik (rega, porsi), terjangkau, enak, lan kiriman cepet... apik tenan"
Food and Drink,Pastel Wawa since 2006,Jakarta Utara,13500,5.0,128600,4790,5,"Udh lama gak makan. Kali ini bnykan sounnya. Daging ayamnya lmyn gak kliatan. Sambel ttp enak. Pcking aman, respon cepat.",Positive,Happy,"Wis suwe ora mangan. Wektu iki ana akèh mie kaca. Daging pitiké ora katon tenan. Saos cabé isih enak. Bungkusan aman, tanggapan cepet."
Food and Drink,Pastel Wawa since 2006,Jakarta Utara,13500,5.0,128600,4790,5,mantap pastelnya. ini pemesanan utk yg kesekian kalinya. selalu langganan n puas sm rasanya.. penjualnya jg ramah banget.. rekomend pokoknya,Positive,Happy,Kue-kuene enak tenan. Iki pesenan kaping pirang-pirang saka aku. Aku pelanggan langganan lan tansah wareg karo rasane. Penjualé uga ramah banget. Rekomendasi banget!
Food and Drink,Pastel Wawa since 2006,Jakarta Utara,13500,5.0,128600,4790,5,"Enakk banget, isinya banyak, saosnya mantap. Seller ramah. Thank you!",Positive,Happy,"Enak, porsi akèh, lan saosé fantastis. Penjualé ramah. Matur nuwun!"
Food and Drink,The OG - 10 pcs,Jakarta Selatan,71500,5.0,10000,3929,5,INI COOKIES TERENAK DIMULUTKU??,Positive,Happy,APA IKI KUCHE PALING ENAK SING PERNAH TAK RASAKKE??
Food and Drink,The OG - 10 pcs,Jakarta Selatan,71500,5.0,10000,3929,5,"Enakkkk banget, cryyyyy! Packaging oke. Tengkyu!",Positive,Happy,"Enak tenan, aku nangis! Bungkusane apik. Matur nuwun!"
Food and Drink,The OG - 10 pcs,Jakarta Selatan,71500,5.0,10000,3929,5,"Respon seller OK.Packaging rapih. Pesanan sesuai. Kukisnya enak teksturnya pas, hanya masih kemanisan mnrt sy. Kalau dikurangi sedikit manisnya lebih ok ??????",Positive,Happy,"Wangsulané penjual apik. Bungkusané rapi. Pesenan kaya sing diarep-arep. Kue-kue iki enak karo tekstur sing pas, nanging isih rada kakehan manis miturut seleraku. Yen manisane dikurangi sithik, mesthi luwih apik???"
Food and Drink,The OG - 10 pcs,Jakarta Selatan,71500,5.0,10000,3929,5,"Salah satu yang terbaik, packing rapih dan kualitas makanan sangat bagus",Positive,Happy,"Salah siji sing paling apik, bungkusan rapi lan kualitas pangané unggul"
Food and Drink,MALING WOST TTS BRAND 397GR (PORK LUNCHEON MEAT/NON HALAL),Kota Bandung,48000,5.0,16000,3321,5,"pelayanan cepat, langganan di toko ini.",Positive,Happy,"Layanan cepet, aku pelanggan tetep ing toko iki."
Food and Drink,MALING WOST TTS BRAND 397GR (PORK LUNCHEON MEAT/NON HALAL),Kota Bandung,48000,5.0,16000,3321,5,pelayanan top bgt.exp lama.stp beli maling slalu ke toko ini.the best seller,Positive,Happy,Layanan paling apik. Pelanggan suwé. Tansah tuku ing toko iki. Penjual paling apik.
